year,accuracy,MCC,F1,window,method,training_size,test_size,train_distribution,test_distribution
2003,0.896551724137931,0.31300863344412755,0.9436997319034852,30,window,486,203,50.0,90.64
2004,0.8851674641148325,0.2410190443346143,0.9378238341968912,30,window,524,209,50.0,88.52
2005,0.9067055393586005,0.16876083774933534,0.9504643962848297,30,window,572,343,50.0,92.13
2006,0.929553264604811,0.316390827393449,0.9627611262488646,30,window,626,582,50.0,93.81
2007,0.9173838209982789,0.33012789332618125,0.9558011049723757,30,window,688,581,50.0,92.43
2008,0.8778359511343804,0.23395583200871947,0.933206106870229,30,window,776,573,50.0,93.72
2009,0.8928,0.2513706429014192,0.9418907198612315,30,window,846,625,50.0,92.48
2010,0.8518518518518519,0.30220799228594675,0.9158316633266533,30,window,940,567,50.0,89.42
2011,0.8082788671023965,0.28790796524251816,0.8863049095607235,30,window,1058,459,50.0,87.36
2012,0.7289156626506024,0.1991929471777054,0.8288973384030418,30,window,1172,332,50.0,84.34
2013,0.8081761006289309,0.44393516251344517,0.8810916179337231,30,window,1274,318,50.0,87.42
2014,0.7625,0.3368637066947399,0.8488063660477454,30,window,1350,240,50.0,85.0
2015,0.7657657657657657,0.23924622168377765,0.856353591160221,30,window,1418,222,50.0,85.59
2016,0.7721088435374149,0.2936498247846114,0.8577494692144373,30,window,1480,294,50.0,82.99
2017,0.8709677419354839,0.49703846946313585,0.9241192411924118,30,window,1574,434,50.0,86.41
2018,0.8271276595744681,0.43723600502327475,0.8949919224555736,30,window,1680,376,50.0,86.97
2019,0.7976190476190477,0.30704412431455885,0.878136200716846,30,window,1768,336,50.0,87.5
2020,0.7518248175182481,0.2925275397770126,0.8447488584474886,30,window,1846,274,50.0,87.96
2021,0.8603988603988604,0.29077764013765706,0.9216,30,window,1912,351,50.0,90.6
2022,0.8818897637795275,0.3575178689992605,0.9344978165938864,30,window,1956,127,50.0,92.91
1978,0.3333333333333333,0.0,0.0,35,window,4,3,50.0,66.67
1979,0.0,0.0,0.0,35,window,8,2,50.0,100.0
1980,0.6666666666666666,0.0,0.8,35,window,12,3,50.0,66.67
1981,0.5,0.0,0.6666666666666666,35,window,16,2,50.0,50.0
1982,0.8333333333333334,0.0,0.9090909090909091,35,window,18,6,50.0,83.33
1983,0.7142857142857143,0.0,0.8333333333333333,35,window,26,7,50.0,71.43
1984,0.9,0.6666666666666666,0.9411764705882353,35,window,30,10,50.0,80.0
1985,0.75,0.0,0.8571428571428571,35,window,34,4,50.0,75.0
1986,0.42857142857142855,-0.3535533905932738,0.6,35,window,36,7,50.0,57.14
1987,0.6,0.0,0.7499999999999999,35,window,42,15,50.0,60.0
1988,0.2857142857142857,0.0,0.4444444444444445,35,window,54,7,50.0,28.57
1989,0.8,0.0,0.888888888888889,35,window,64,15,50.0,80.0
1990,1.0,0.0,1.0,35,window,70,8,50.0,100.0
1991,0.4583333333333333,-0.2773500981126146,0.6285714285714286,35,window,70,24,50.0,54.17
1992,0.2608695652173913,-0.3386481059780782,0.19047619047619047,35,window,92,23,50.0,69.57
1993,0.5333333333333333,0.0,0.6956521739130436,35,window,106,30,50.0,53.33
1994,0.5882352941176471,0.09944903161976938,0.6956521739130435,35,window,134,34,50.0,58.82
1995,0.42857142857142855,-0.2857142857142857,0.5714285714285714,35,window,162,21,50.0,66.67
1996,0.45714285714285713,-0.12057967390241195,0.5777777777777777,35,window,176,35,50.0,51.43
1997,0.5681818181818182,-0.17315416054977326,0.7246376811594204,35,window,210,44,50.0,61.36
1998,0.7543859649122807,0.1126946786989845,0.8571428571428571,35,window,244,57,50.0,75.44
1999,0.82,-0.09329556203566844,0.9010989010989012,35,window,272,50,50.0,88.0
2000,0.75,0.1543033499620919,0.8514851485148515,35,window,284,120,50.0,75.0
2001,0.7557251908396947,0.3892180882361872,0.8476190476190477,35,window,344,131,50.0,68.7
2002,0.7898089171974523,0.24995222755940036,0.8754716981132076,35,window,426,157,50.0,78.34
2003,0.9064039408866995,0.3497374796148472,0.9493333333333333,35,window,494,203,50.0,90.64
2004,0.8995215311004785,0.33645071174597857,0.9460154241645246,35,window,530,209,50.0,88.52
2005,0.9096209912536443,0.18002434495323302,0.9520865533230293,35,window,576,343,50.0,92.13
2006,0.9347079037800687,0.32310400653513444,0.9656419529837251,35,window,628,582,50.0,93.81
2007,0.9104991394148021,0.333271963726882,0.9517625231910946,35,window,698,581,50.0,92.43
2008,0.893542757417103,0.24742085847557413,0.9423984891406988,35,window,786,573,50.0,93.72
2009,0.8816,0.26727039712053036,0.9350877192982457,35,window,858,625,50.0,92.48
2010,0.8289241622574955,0.2811630746756148,0.9011213047910297,35,window,952,567,50.0,89.42
2011,0.8061002178649237,0.28451899606356873,0.8848641655886157,35,window,1072,459,50.0,87.36
2012,0.7078313253012049,0.19694816946555518,0.8116504854368931,35,window,1178,332,50.0,84.34
2013,0.8081761006289309,0.46918892438905213,0.8801571709233792,35,window,1282,318,50.0,87.42
2014,0.7916666666666666,0.3772776389454069,0.8697916666666667,35,window,1360,240,50.0,85.0
2015,0.7522522522522522,0.32779169331788366,0.8414985590778097,35,window,1432,222,50.0,85.59
2016,0.7448979591836735,0.277039987342509,0.8366013071895425,35,window,1494,294,50.0,82.99
2017,0.868663594470046,0.44493426084106563,0.9238985313751669,35,window,1592,434,50.0,86.41
2018,0.8164893617021277,0.42041330395750176,0.8878048780487804,35,window,1708,376,50.0,86.97
2019,0.7857142857142857,0.30373768391273687,0.8695652173913043,35,window,1802,336,50.0,87.5
2020,0.7481751824817519,0.3049523974239961,0.8413793103448275,35,window,1882,274,50.0,87.96
2021,0.8518518518518519,0.2560537351534748,0.9166666666666666,35,window,1946,351,50.0,90.6
2022,0.8818897637795275,0.3575178689992605,0.9344978165938864,35,window,2006,127,50.0,92.91
1978,0.3333333333333333,0.0,0.0,40,window,4,3,50.0,66.67
1979,0.0,0.0,0.0,40,window,8,2,50.0,100.0
1980,0.6666666666666666,0.0,0.8,40,window,12,3,50.0,66.67
1981,0.5,0.0,0.6666666666666666,40,window,16,2,50.0,50.0
1982,0.8333333333333334,0.0,0.9090909090909091,40,window,18,6,50.0,83.33
1983,0.7142857142857143,0.0,0.8333333333333333,40,window,26,7,50.0,71.43
1984,0.8,0.0,0.888888888888889,40,window,30,10,50.0,80.0
1985,0.75,0.0,0.8571428571428571,40,window,34,4,50.0,75.0
1986,0.42857142857142855,-0.3535533905932738,0.6,40,window,36,7,50.0,57.14
1987,0.6,0.0,0.7499999999999999,40,window,42,15,50.0,60.0
1988,0.2857142857142857,0.0,0.4444444444444445,40,window,54,7,50.0,28.57
1989,0.8,0.0,0.888888888888889,40,window,64,15,50.0,80.0
1990,1.0,0.0,1.0,40,window,70,8,50.0,100.0
1991,0.4583333333333333,-0.2773500981126146,0.6285714285714286,40,window,70,24,50.0,54.17
1992,0.6521739130434783,0.024397501823713332,0.7777777777777777,40,window,92,23,50.0,69.57
1993,0.5666666666666667,0.19851666679418603,0.7111111111111111,40,window,106,30,50.0,53.33
1994,0.4411764705882353,-0.1953727850214734,0.5581395348837209,40,window,134,34,50.0,58.82
1995,0.38095238095238093,-0.26967994498529685,0.4799999999999999,40,window,162,21,50.0,66.67
1996,0.5142857142857142,0.02333800140046683,0.5641025641025642,40,window,176,35,50.0,51.43
1997,0.4772727272727273,-0.3153017676423058,0.6461538461538462,40,window,210,44,50.0,61.36
1998,0.7543859649122807,0.1126946786989845,0.8571428571428571,40,window,244,57,50.0,75.44
1999,0.84,-0.07537783614444091,0.9130434782608695,40,window,272,50,50.0,88.0
2000,0.7333333333333333,0.04415107856883479,0.8431372549019609,40,window,284,120,50.0,75.0
2001,0.7404580152671756,0.33733035327957045,0.8396226415094341,40,window,344,131,50.0,68.7
2002,0.7961783439490446,0.2961623463724613,0.8778625954198473,40,window,426,157,50.0,78.34
2003,0.9064039408866995,0.31760664635981745,0.9496021220159151,40,window,494,203,50.0,90.64
2004,0.8947368421052632,0.29757124721541367,0.9432989690721649,40,window,532,209,50.0,88.52
2005,0.9125364431486881,0.19258287082661618,0.9537037037037038,40,window,580,343,50.0,92.13
2006,0.9381443298969072,0.3249296249411056,0.9675675675675677,40,window,634,582,50.0,93.81
2007,0.9036144578313253,0.31149483663450145,0.9478584729981379,40,window,706,581,50.0,92.43
2008,0.8760907504363001,0.2475713508348314,0.9320574162679426,40,window,794,573,50.0,93.72
2009,0.8832,0.3095356026404357,0.9356828193832599,40,window,864,625,50.0,92.48
2010,0.8483245149911817,0.2853790852317205,0.9138276553106213,40,window,956,567,50.0,89.42
2011,0.8257080610021786,0.27640733873920736,0.8987341772151899,40,window,1074,459,50.0,87.36
2012,0.7409638554216867,0.2143943618071578,0.8377358490566037,40,window,1188,332,50.0,84.34
2013,0.8081761006289309,0.44393516251344517,0.8810916179337231,40,window,1292,318,50.0,87.42
2014,0.7583333333333333,0.34658135508069376,0.8449197860962567,40,window,1372,240,50.0,85.0
2015,0.7792792792792793,0.29416062094394524,0.8642659279778392,40,window,1444,222,50.0,85.59
2016,0.7517006802721088,0.3085161132267544,0.8402625820568927,40,window,1508,294,50.0,82.99
2017,0.8755760368663594,0.49291908935368056,0.9274193548387097,40,window,1598,434,50.0,86.41
2018,0.8324468085106383,0.4254179469670315,0.8992,40,window,1716,376,50.0,86.97
2019,0.7976190476190477,0.30704412431455885,0.878136200716846,40,window,1812,336,50.0,87.5
2020,0.7518248175182481,0.2925275397770126,0.8447488584474886,40,window,1896,274,50.0,87.96
2021,0.8603988603988604,0.29077764013765706,0.9216,40,window,1960,351,50.0,90.6
2022,0.8818897637795275,0.3575178689992605,0.9344978165938864,40,window,2024,127,50.0,92.91
1978,0.3333333333333333,0.0,0.0,45,window,4,3,50.0,66.67
1979,0.0,0.0,0.0,45,window,8,2,50.0,100.0
1980,0.6666666666666666,0.0,0.8,45,window,12,3,50.0,66.67
1981,0.5,0.0,0.6666666666666666,45,window,16,2,50.0,50.0
1982,0.8333333333333334,0.0,0.9090909090909091,45,window,18,6,50.0,83.33
1983,0.7142857142857143,0.0,0.8333333333333333,45,window,26,7,50.0,71.43
1984,0.9,0.6666666666666666,0.9411764705882353,45,window,30,10,50.0,80.0
1985,0.75,0.0,0.8571428571428571,45,window,34,4,50.0,75.0
1986,0.42857142857142855,-0.3535533905932738,0.6,45,window,36,7,50.0,57.14
1987,0.4666666666666667,-0.3202563076101743,0.6363636363636364,45,window,42,15,50.0,60.0
1988,0.2857142857142857,0.0,0.4444444444444445,45,window,54,7,50.0,28.57
1989,0.8,0.0,0.888888888888889,45,window,64,15,50.0,80.0
1990,1.0,0.0,1.0,45,window,70,8,50.0,100.0
1991,0.4583333333333333,-0.2773500981126146,0.6285714285714286,45,window,70,24,50.0,54.17
1992,0.6521739130434783,-0.14101901870444156,0.7894736842105263,45,window,92,23,50.0,69.57
1993,0.5333333333333333,0.0,0.6956521739130436,45,window,106,30,50.0,53.33
1994,0.47058823529411764,0.041437096508237244,0.35714285714285715,45,window,134,34,50.0,58.82
1995,0.38095238095238093,-0.26967994498529685,0.4799999999999999,45,window,162,21,50.0,66.67
1996,0.45714285714285713,-0.1084652289093281,0.5581395348837209,45,window,176,35,50.0,51.43
1997,0.5227272727272727,-0.2509242175696937,0.6865671641791045,45,window,210,44,50.0,61.36
1998,0.7368421052631579,-0.07624928516630233,0.8484848484848485,45,window,244,57,50.0,75.44
1999,0.88,0.0,0.9361702127659575,45,window,272,50,50.0,88.0
2000,0.7583333333333333,0.2167570009072672,0.8542713567839195,45,window,284,120,50.0,75.0
2001,0.7175572519083969,0.2422130312304759,0.8229665071770335,45,window,344,131,50.0,68.7
2002,0.7834394904458599,0.2153098983150595,0.8721804511278196,45,window,426,157,50.0,78.34
2003,0.896551724137931,0.2394561624676442,0.9442970822281168,45,window,494,203,50.0,90.64
2004,0.8947368421052632,0.31923795779103414,0.9430051813471503,45,window,532,209,50.0,88.52
2005,0.9096209912536443,0.18002434495323302,0.9520865533230293,45,window,580,343,50.0,92.13
2006,0.9329896907216495,0.2945324855915096,0.964769647696477,45,window,634,582,50.0,93.81
2007,0.9053356282271945,0.30216113531528965,0.9489322191272053,45,window,706,581,50.0,92.43
2008,0.8848167539267016,0.24694005324168752,0.9372623574144486,45,window,794,573,50.0,93.72
2009,0.8944,0.3100805450261536,0.9424083769633508,45,window,866,625,50.0,92.48
2010,0.8377425044091711,0.2660841606024552,0.9072580645161291,45,window,960,567,50.0,89.42
2011,0.8169934640522876,0.28185272350435464,0.8925831202046035,45,window,1080,459,50.0,87.36
2012,0.7319277108433735,0.2256395584531405,0.8298279158699808,45,window,1196,332,50.0,84.34
2013,0.8207547169811321,0.4243211886620791,0.8910133843212237,45,window,1300,318,50.0,87.42
2014,0.8041666666666667,0.41057475953448225,0.877922077922078,45,window,1378,240,50.0,85.0
2015,0.7927927927927928,0.31406030616338804,0.8736263736263736,45,window,1448,222,50.0,85.59
2016,0.7653061224489796,0.32750607303324913,0.8503253796095446,45,window,1510,294,50.0,82.99
2017,0.8663594470046083,0.4229825645498562,0.922872340425532,45,window,1608,434,50.0,86.41
2018,0.8191489361702128,0.4349360937505218,0.8892508143322475,45,window,1726,376,50.0,86.97
2019,0.7946428571428571,0.27568046874205127,0.877005347593583,45,window,1824,336,50.0,87.5
2020,0.7591240875912408,0.3009669142336696,0.85,45,window,1908,274,50.0,87.96
2021,0.8547008547008547,0.27987771279194923,0.9181380417335474,45,window,1974,351,50.0,90.6
2022,0.8818897637795275,0.3575178689992605,0.9344978165938864,45,window,2030,127,50.0,92.91
1978,0.3333333333333333,0.0,0.0,50,window,4,3,50.0,66.67
1979,0.0,0.0,0.0,50,window,8,2,50.0,100.0
1980,0.6666666666666666,0.0,0.8,50,window,12,3,50.0,66.67
1981,0.5,0.0,0.6666666666666666,50,window,16,2,50.0,50.0
1982,0.8333333333333334,0.0,0.9090909090909091,50,window,18,6,50.0,83.33
1983,0.7142857142857143,0.0,0.8333333333333333,50,window,26,7,50.0,71.43
1984,0.9,0.6666666666666666,0.9411764705882353,50,window,30,10,50.0,80.0
1985,0.75,0.0,0.8571428571428571,50,window,34,4,50.0,75.0
1986,0.5714285714285714,0.09128709291752768,0.6666666666666665,50,window,36,7,50.0,57.14
1987,0.6,0.0,0.7499999999999999,50,window,42,15,50.0,60.0
1988,0.2857142857142857,0.0,0.4444444444444445,50,window,54,7,50.0,28.57
1989,0.8,0.0,0.888888888888889,50,window,64,15,50.0,80.0
1990,1.0,0.0,1.0,50,window,70,8,50.0,100.0
1991,0.4583333333333333,-0.2773500981126146,0.6285714285714286,50,window,70,24,50.0,54.17
1992,0.6086956521739131,-0.20412414523193148,0.7567567567567567,50,window,92,23,50.0,69.57
1993,0.5333333333333333,0.0,0.6956521739130436,50,window,106,30,50.0,53.33
1994,0.6176470588235294,0.17530019603571106,0.7111111111111111,50,window,134,34,50.0,58.82
1995,0.38095238095238093,-0.07905694150420949,0.3157894736842105,50,window,162,21,50.0,66.67
1996,0.4,-0.3490899587257618,0.5714285714285714,50,window,176,35,50.0,51.43
1997,0.45454545454545453,-0.3451363775656213,0.625,50,window,210,44,50.0,61.36
1998,0.7368421052631579,-0.07624928516630233,0.8484848484848485,50,window,244,57,50.0,75.44
1999,0.82,-0.09329556203566844,0.9010989010989012,50,window,272,50,50.0,88.0
2000,0.7166666666666667,0.034815531191139566,0.83,50,window,284,120,50.0,75.0
2001,0.7709923664122137,0.4251776187083193,0.8529411764705883,50,window,344,131,50.0,68.7
2002,0.7961783439490446,0.2695693750975063,0.8796992481203008,50,window,426,157,50.0,78.34
2003,0.9014778325123153,0.330434238624097,0.946524064171123,50,window,494,203,50.0,90.64
2004,0.8995215311004785,0.3500123782941969,0.9457364341085271,50,window,532,209,50.0,88.52
2005,0.9037900874635568,0.15856195586093602,0.9488372093023255,50,window,580,343,50.0,92.13
2006,0.9329896907216495,0.35030233044003967,0.9645776566757492,50,window,634,582,50.0,93.81
2007,0.9018932874354562,0.3206729922313164,0.9467787114845938,50,window,706,581,50.0,92.43
2008,0.8848167539267016,0.2296476611776732,0.937381404174573,50,window,794,573,50.0,93.72
2009,0.8816,0.2804820320306643,0.9349736379613356,50,window,866,625,50.0,92.48
2010,0.8659611992945326,0.3121418978238123,0.9247524752475247,50,window,960,567,50.0,89.42
2011,0.8126361655773421,0.34320315477491076,0.8877284595300262,50,window,1080,459,50.0,87.36
2012,0.7168674698795181,0.16135996178697415,0.8212927756653993,50,window,1196,332,50.0,84.34
2013,0.789308176100629,0.4440788251420955,0.8667992047713718,50,window,1300,318,50.0,87.42
2014,0.7708333333333334,0.34792455722769233,0.8548812664907651,50,window,1380,240,50.0,85.0
2015,0.7747747747747747,0.30537940164223326,0.8603351955307262,50,window,1452,222,50.0,85.59
2016,0.782312925170068,0.32060516156348257,0.864406779661017,50,window,1516,294,50.0,82.99
2017,0.868663594470046,0.46073932136043194,0.9234899328859061,50,window,1616,434,50.0,86.41
2018,0.8324468085106383,0.45620240302613024,0.8982229402261712,50,window,1734,376,50.0,86.97
2019,0.7976190476190477,0.30704412431455885,0.878136200716846,50,window,1830,336,50.0,87.5
2020,0.7700729927007299,0.2974607490836504,0.8584269662921347,50,window,1912,274,50.0,87.96
2021,0.8689458689458689,0.30833914830832665,0.9267515923566878,50,window,1976,351,50.0,90.6
2022,0.889763779527559,0.37432868198397573,0.9391304347826087,50,window,2040,127,50.0,92.91
1978,0.3333333333333333,0.0,0.0,55,window,4,3,50.0,66.67
1979,0.0,0.0,0.0,55,window,8,2,50.0,100.0
1980,0.6666666666666666,0.0,0.8,55,window,12,3,50.0,66.67
1981,0.5,0.0,0.6666666666666666,55,window,16,2,50.0,50.0
1982,0.8333333333333334,0.0,0.9090909090909091,55,window,18,6,50.0,83.33
1983,0.7142857142857143,0.0,0.8333333333333333,55,window,26,7,50.0,71.43
1984,0.9,0.6666666666666666,0.9411764705882353,55,window,30,10,50.0,80.0
1985,0.75,0.0,0.8571428571428571,55,window,34,4,50.0,75.0
1986,0.5714285714285714,0.0,0.7272727272727273,55,window,36,7,50.0,57.14
1987,0.5333333333333333,-0.21821789023599236,0.6956521739130435,55,window,42,15,50.0,60.0
1988,0.2857142857142857,0.0,0.4444444444444445,55,window,54,7,50.0,28.57
1989,0.8,0.0,0.888888888888889,55,window,64,15,50.0,80.0
1990,1.0,0.0,1.0,55,window,70,8,50.0,100.0
1991,0.4583333333333333,-0.2773500981126146,0.6285714285714286,55,window,70,24,50.0,54.17
1992,0.6086956521739131,-0.20412414523193148,0.7567567567567567,55,window,92,23,50.0,69.57
1993,0.5666666666666667,0.12584555642690842,0.6060606060606061,55,window,106,30,50.0,53.33
1994,0.5294117647058824,0.02857142857142857,0.6,55,window,134,34,50.0,58.82
1995,0.38095238095238093,-0.3466876226407682,0.5185185185185186,55,window,162,21,50.0,66.67
1996,0.4,-0.3490899587257618,0.5714285714285714,55,window,176,35,50.0,51.43
1997,0.5454545454545454,-0.13704405745246478,0.6969696969696971,55,window,210,44,50.0,61.36
1998,0.7368421052631579,-0.07624928516630233,0.8484848484848485,55,window,244,57,50.0,75.44
1999,0.86,-0.05275349613399974,0.9247311827956989,55,window,272,50,50.0,88.0
2000,0.725,0.13093073414159542,0.8307692307692307,55,window,284,120,50.0,75.0
2001,0.732824427480916,0.30910395540869495,0.835680751173709,55,window,344,131,50.0,68.7
2002,0.802547770700637,0.302556114592679,0.8830188679245283,55,window,426,157,50.0,78.34
2003,0.8916256157635468,0.261352724267051,0.9411764705882354,55,window,494,203,50.0,90.64
2004,0.8899521531100478,0.23824093694861892,0.9408740359897172,55,window,532,209,50.0,88.52
2005,0.9067055393586005,0.16876083774933534,0.9504643962848297,55,window,580,343,50.0,92.13
2006,0.9140893470790378,0.19820735777831514,0.9544626593806922,55,window,634,582,50.0,93.81
2007,0.9070567986230637,0.3360843067546978,0.9497206703910615,55,window,706,581,50.0,92.43
2008,0.8917975567190227,0.27808797402685664,0.9411764705882353,55,window,794,573,50.0,93.72
2009,0.8704,0.2581767793388391,0.9283819628647214,55,window,866,625,50.0,92.48
2010,0.8359788359788359,0.2928783070339702,0.9055837563451777,55,window,960,567,50.0,89.42
2011,0.8061002178649237,0.28451899606356873,0.8848641655886157,55,window,1080,459,50.0,87.36
2012,0.7289156626506024,0.1991929471777054,0.8288973384030418,55,window,1196,332,50.0,84.34
2013,0.7924528301886793,0.4608631395256328,0.8685258964143427,55,window,1300,318,50.0,87.42
2014,0.7625,0.3519289213605691,0.8479999999999999,55,window,1380,240,50.0,85.0
2015,0.7837837837837838,0.36897756140060817,0.864406779661017,55,window,1452,222,50.0,85.59
2016,0.7619047619047619,0.2783606134990024,0.8504273504273504,55,window,1516,294,50.0,82.99
2017,0.8732718894009217,0.47207519589976776,0.9263721552878179,55,window,1616,434,50.0,86.41
2018,0.8377659574468085,0.4139413461564234,0.9033280507131538,55,window,1734,376,50.0,86.97
2019,0.8005952380952381,0.2979576783373685,0.8805704099821746,55,window,1832,336,50.0,87.5
2020,0.7627737226277372,0.30527692550173813,0.8526077097505669,55,window,1916,274,50.0,87.96
2021,0.8547008547008547,0.27987771279194923,0.9181380417335474,55,window,1982,351,50.0,90.6
2022,0.8818897637795275,0.3575178689992605,0.9344978165938864,55,window,2048,127,50.0,92.91
